drug,drugbank-id,disease,MeshId
131,DB00364,163,D190310
166,DB00424,163,D190310
178,DB00448,163,D190310
209,DB00501,163,D190310
246,DB00572,163,D190310
251,DB00585,163,D190310
327,DB00736,163,D190310
331,DB00747,163,D190310
358,DB00794,163,D190310
389,DB00863,163,D190310
422,DB00927,163,D190310
424,DB00929,163,D190310
532,DB01129,163,D190310
552,DB01174,163,D190310
570,DB01203,163,D190310
29,DB00181,164,D190400
242,DB00564,164,D190400
309,DB00697,164,D190400
385,DB00856,164,D190400
405,DB00898,164,D190400
275,DB00635,165,D191100
348,DB00771,166,D191390
467,DB01003,166,D191390
484,DB01033,166,D191390
578,DB01222,166,D191390
478,DB01019,167,D191800
87,DB00286,168,D192000
94,DB00304,168,D192000
123,DB00351,168,D192000
133,DB00367,168,D192000
261,DB00603,168,D192000
318,DB00717,168,D192000
437,DB00957,168,D192000
449,DB00977,168,D192000
187,DB00464,169,D192200
236,DB00553,170,D193200
638,DB04571,170,D193200
1,DB00035,171,D193400
227,DB00541,172,D194070
462,DB00997,172,D194070
583,DB01229,172,D194070
8,DB00131,173,D194200
279,DB00640,173,D194200
19,DB00163,174,D200170
120,DB00346,174,D200170
135,DB00371,174,D200170
166,DB00424,174,D200170
183,DB00457,174,D200170
189,DB00468,174,D200170
255,DB00590,174,D200170
292,DB00661,174,D200170
309,DB00697,174,D200170
312,DB00706,174,D200170
420,DB00924,174,D200170
546,DB01162,174,D200170
551,DB01173,174,D200170
574,DB01216,174,D200170
275,DB00635,175,D202370
452,DB00984,176,D202400
655,DB08804,176,D202400
143,DB00384,177,D203700
307,DB00695,177,D203700
397,DB00880,177,D203700
402,DB00887,177,D203700
407,DB00903,177,D203700
275,DB00635,178,D205700
387,DB00860,178,D205700
7,DB00126,179,D206200
552,DB01174,180,D208085
5,DB00122,181,D208230
109,DB00328,181,D208230
199,DB00482,181,D208230
208,DB00500,181,D208230
237,DB00554,181,D208230
247,DB00573,181,D208230
252,DB00586,181,D208230
263,DB00605,181,D208230
314,DB00712,181,D208230
333,DB00749,181,D208230
356,DB00788,181,D208230
367,DB00814,181,D208230
388,DB00861,181,D208230
430,DB00945,181,D208230
457,DB00991,181,D208230
471,DB01009,181,D208230
493,DB01050,181,D208230
500,DB01068,181,D208230
610,DB01296,181,D208230
48,DB00214,182,D208300
143,DB00384,182,D208300
164,DB00421,182,D208300
258,DB00594,182,D208300
307,DB00695,182,D208300
402,DB00887,182,D208300
407,DB00903,182,D208300
464,DB00999,182,D208300
28,DB00180,183,D208550
51,DB00218,183,D208550
52,DB00221,183,D208550
78,DB00277,183,D208550
111,DB00332,183,D208550
150,DB00394,183,D208550
173,DB00440,183,D208550
192,DB00471,183,D208550
223,DB00535,183,D208550
225,DB00537,183,D208550
233,DB00549,183,D208550
253,DB00588,183,D208550
268,DB00620,183,D208550
275,DB00635,183,D208550
285,DB00651,183,D208550
294,DB00668,183,D208550
317,DB00716,183,D208550
329,DB00744,183,D208550
343,DB00764,183,D208550
368,DB00816,183,D208550
383,DB00852,183,D208550
394,DB00871,183,D208550
428,DB00938,183,D208550
439,DB00959,183,D208550
451,DB00983,183,D208550
465,DB01001,183,D208550
467,DB01003,183,D208550
497,DB01064,183,D208550
536,DB01137,183,D208550
578,DB01222,183,D208550
579,DB01223,183,D208550
587,DB01234,183,D208550
609,DB01291,183,D208550
616,DB01364,183,D208550
625,DB01410,183,D208550
351,DB00776,184,D208700
358,DB00794,184,D208700
413,DB00909,184,D208700
461,DB00996,184,D208700
140,DB00380,185,D208750
241,DB00563,186,D208920
275,DB00635,186,D208920
459,DB00993,186,D208920
498,DB01065,187,D209850
52,DB00221,188,D210050
78,DB00277,188,D210050
111,DB00332,188,D210050
143,DB00384,188,D210050
192,DB00471,188,D210050
285,DB00651,188,D210050
307,DB00695,188,D210050
368,DB00816,188,D210050
394,DB00871,188,D210050
397,DB00880,188,D210050
402,DB00887,188,D210050
407,DB00903,188,D210050
451,DB00983,188,D210050
578,DB01222,188,D210050
579,DB01223,188,D210050
462,DB00997,189,D211980
69,DB00257,190,D212050
481,DB01026,190,D212050
517,DB01099,190,D212050
522,DB01110,190,D212050
548,DB01167,190,D212050
626,DB01427,191,D212110
140,DB00380,192,D212112
140,DB00380,193,D212130
249,DB00583,194,D212140
140,DB00380,195,D212350
441,DB00963,195,D212350
48,DB00214,196,D215140
57,DB00232,196,D215140
143,DB00384,196,D215140
164,DB00421,196,D215140
171,DB00436,196,D215140
217,DB00524,196,D215140
258,DB00594,196,D215140
307,DB00695,196,D215140
364,DB00808,196,D215140
369,DB00819,196,D215140
387,DB00860,196,D215140
397,DB00880,196,D215140
402,DB00887,196,D215140
407,DB00903,196,D215140
464,DB00999,196,D215140
567,DB01197,196,D215140
587,DB01234,196,D215140
624,DB01406,196,D215140
87,DB00286,197,D215470
271,DB00624,197,D215470
289,DB00655,197,D215470
318,DB00717,197,D215470
353,DB00783,197,D215470
449,DB00977,197,D215470
558,DB01185,197,D215470
576,DB01219,198,D217150
20,DB00165,199,D217200
66,DB00252,199,D217200
99,DB00313,199,D217200
151,DB00396,199,D217200
238,DB00555,199,D217200
257,DB00593,199,D217200
287,DB00653,199,D217200
336,DB00754,199,D217200
351,DB00776,199,D217200
358,DB00794,199,D217200
369,DB00819,199,D217200
372,DB00829,199,D217200
410,DB00906,199,D217200
413,DB00909,199,D217200
509,DB01080,199,D217200
552,DB01174,199,D217200
569,DB01202,199,D217200
611,DB01320,199,D217200
613,DB01351,199,D217200
170,DB00434,200,D218200
224,DB00536,200,D218200
552,DB01174,201,D218800
16,DB00159,202,D219700
656,DB08820,202,D219700
380,DB00847,203,D219750
380,DB00847,204,D219800
386,DB00859,205,D220100
6,DB00125,206,D220120
662,DB08907,207,D222100
176,DB00444,208,D223350
227,DB00541,208,D223350
241,DB00563,208,D223350
268,DB00620,208,D223350
275,DB00635,208,D223350
306,DB00694,208,D223350
341,DB00762,208,D223350
453,DB00987,208,D223350
470,DB01008,208,D223350
505,DB01073,208,D223350
555,DB01177,208,D223350
587,DB01234,208,D223350
598,DB01254,208,D223350
21,DB00167,209,D225740
49,DB00215,209,D225740
140,DB00380,209,D225740
169,DB00433,209,D225740
326,DB00734,209,D225740
21,DB00167,210,D225755
49,DB00215,210,D225755
169,DB00433,210,D225755
326,DB00734,210,D225755
140,DB00380,211,D226000
166,DB00424,212,D226150
194,DB00475,212,D226150
246,DB00572,212,D226150
331,DB00747,212,D226150
348,DB00771,212,D226150
552,DB01174,212,D226150
93,DB00302,213,D227300
19,DB00163,214,D230450
163,DB00419,215,D230800
163,DB00419,216,D230900
163,DB00419,217,D231000
241,DB00563,218,D231090
416,DB00917,218,D231090
305,DB00692,219,D231200
541,DB01148,219,D231200
572,DB01210,219,D231200
581,DB01225,219,D231200
19,DB00163,220,D231900
26,DB00178,221,D233100
204,DB00492,221,D233100
214,DB00519,221,D233100
278,DB00638,221,D233100
321,DB00722,221,D233100
398,DB00881,221,D233100
618,DB01390,221,D233100
59,DB00240,222,D233810
115,DB00337,222,D233810
231,DB00547,222,D233810
241,DB00563,222,D233810
259,DB00596,222,D233810
275,DB00635,222,D233810
328,DB00741,222,D233810
343,DB00764,222,D233810
379,DB00846,222,D233810
459,DB00993,222,D233810
587,DB01234,222,D233810
602,DB01260,222,D233810
615,DB01359,223,D234700
70,DB00262,224,D236000
90,DB00290,224,D236000
129,DB00361,224,D236000
168,DB00428,224,D236000
176,DB00444,224,D236000
213,DB00515,224,D236000
227,DB00541,224,D236000
241,DB00563,224,D236000
244,DB00570,224,D236000
349,DB00773,224,D236000
382,DB00851,224,D236000
453,DB00987,224,D236000
462,DB00997,224,D236000
505,DB01073,224,D236000
556,DB01181,224,D236000
571,DB01204,224,D236000
552,DB01174,225,D237450
552,DB01174,226,D237500
576,DB01219,227,D238800
20,DB00165,228,D239350
99,DB00313,228,D239350
238,DB00555,228,D239350
287,DB00653,228,D239350
336,DB00754,228,D239350
369,DB00819,228,D239350
413,DB00909,228,D239350
569,DB01202,228,D239350
611,DB01320,228,D239350
613,DB01351,228,D239350
275,DB00635,229,D240200
303,DB00687,229,D240200
387,DB00860,229,D240200
7,DB00126,230,D240400
271,DB00624,231,D241100
558,DB01185,231,D241100
14,DB00153,232,D241519
502,DB01070,232,D241519
337,DB00755,233,D242100
369,DB00819,234,D243200
488,DB01041,235,D246300
491,DB01045,235,D246300
109,DB00328,236,D246400
199,DB00482,237,D246470
227,DB00541,237,D246470
241,DB00563,237,D246470
341,DB00762,237,D246470
453,DB00987,237,D246470
470,DB01008,237,D246470
423,DB00928,238,D247200
604,DB01262,238,D247200
70,DB00262,239,D247640
90,DB00290,239,D247640
176,DB00444,239,D247640
227,DB00541,239,D247640
241,DB00563,239,D247640
267,DB00619,239,D247640
274,DB00631,239,D247640
275,DB00635,239,D247640
306,DB00694,239,D247640
453,DB00987,239,D247640
462,DB00997,239,D247640
484,DB01033,239,D247640
505,DB01073,239,D247640
555,DB01177,239,D247640
556,DB01181,239,D247640
571,DB01204,239,D247640
598,DB01254,239,D247640
287,DB00653,240,D248190
619,DB01394,241,D249100
7,DB00126,242,D250790
31,DB00186,243,D252320
46,DB00211,243,D252320
104,DB00321,243,D252320
156,DB00404,243,D252320
193,DB00472,243,D252320
226,DB00540,243,D252320
230,DB00545,243,D252320
303,DB00687,243,D252320
316,DB00715,243,D252320
356,DB00788,243,D252320
493,DB01050,243,D252320
519,DB01104,243,D252320
2,DB00091,244,D254200
230,DB00545,244,D254200
325,DB00733,244,D254200
459,DB00993,244,D254200
528,DB01122,244,D254200
622,DB01400,244,D254200
96,DB00307,245,D254400
221,DB00531,245,D254400
241,DB00563,245,D254400
244,DB00570,245,D254400
275,DB00635,245,D254400
403,DB00888,245,D254400
587,DB01234,245,D254400
637,DB02546,245,D254400
470,DB01008,246,D254450
33,DB00188,247,D254500
70,DB00262,247,D254500
83,DB00282,247,D254500
154,DB00399,247,D254500
197,DB00480,247,D254500
213,DB00515,247,D254500
227,DB00541,247,D254500
462,DB00997,247,D254500
488,DB01041,247,D254500
489,DB01042,247,D254500
500,DB01068,248,D254770
500,DB01068,249,D254800
80,DB00279,250,D255900
180,DB00451,250,D255900
171,DB00436,251,D256370
307,DB00695,251,D256370
364,DB00808,251,D256370
397,DB00880,251,D256370
402,DB00887,251,D256370
407,DB00903,251,D256370
213,DB00515,252,D256700
227,DB00541,252,D256700
382,DB00851,252,D256700
462,DB00997,252,D256700
489,DB01042,252,D256700
163,DB00419,253,D257200
163,DB00419,254,D257220
61,DB00242,255,D258360
225,DB00537,255,D258360
423,DB00928,255,D258360
548,DB01167,255,D258360
202,DB00490,256,D259050
213,DB00515,257,D259500
241,DB00563,257,D259500
284,DB00650,257,D259500
438,DB00958,257,D259500
462,DB00997,257,D259500
14,DB00153,258,D259660
72,DB00268,259,D260300
105,DB00323,259,D260300
138,DB00376,259,D260300
145,DB00387,259,D260300
148,DB00392,259,D260300
161,DB00413,259,D260300
166,DB00424,259,D260300
205,DB00494,259,D260300
254,DB00589,259,D260300
315,DB00714,259,D260300
455,DB00989,259,D260300
486,DB01037,259,D260300
551,DB01173,259,D260300
559,DB01186,259,D260300
588,DB01235,259,D260300
643,DB05271,259,D260300
592,DB01241,260,D260480
166,DB00424,261,D260570
445,DB00969,261,D260570
523,DB01113,261,D260570
21,DB00167,262,D260970
49,DB00215,262,D260970
169,DB00433,262,D260970
326,DB00734,262,D260970
15,DB00158,263,D261100
17,DB00160,264,D261515
403,DB00888,265,D263300
468,DB01005,265,D263300
470,DB01008,265,D263300
109,DB00328,266,D263800
35,DB00191,267,D264120
75,DB00273,267,D264120
152,DB00397,267,D264120
209,DB00501,267,D264120
391,DB00865,267,D264120
427,DB00937,267,D264120
510,DB01083,267,D264120
520,DB01105,267,D264120
543,DB01156,267,D264120
630,DB01577,267,D264120
631,DB01579,267,D264120
9,DB00136,268,D264700
12,DB00146,268,D264700
14,DB00153,268,D264700
22,DB00169,268,D264700
502,DB01070,268,D264700
41,DB00203,269,D265400
137,DB00374,269,D265400
240,DB00559,269,D265400
514,DB01088,269,D265400
591,DB01240,269,D265400
646,DB06268,269,D265400
19,DB00163,270,D266120
22,DB00169,271,D266600
62,DB00244,271,D266600
225,DB00537,271,D266600
328,DB00741,271,D266600
359,DB00795,271,D266600
387,DB00860,271,D266600
459,DB00993,271,D266600
474,DB01014,271,D266600
484,DB01033,271,D266600
578,DB01222,271,D266600
597,DB01250,271,D266600
70,DB00262,272,D267730
90,DB00290,272,D267730
176,DB00444,272,D267730
227,DB00541,272,D267730
241,DB00563,272,D267730
453,DB00987,272,D267730
505,DB01073,272,D267730
571,DB01204,272,D267730
351,DB00776,273,D267740
358,DB00794,273,D267740
413,DB00909,273,D267740
461,DB00996,273,D267740
227,DB00541,274,D268220
241,DB00563,274,D268220
382,DB00851,274,D268220
462,DB00997,274,D268220
489,DB01042,274,D268220
128,DB00357,275,D268320
355,DB00787,275,D268320
399,DB00882,276,D270960
90,DB00290,277,D273300
213,DB00515,277,D273300
241,DB00563,277,D273300
244,DB00570,277,D273300
349,DB00773,277,D273300
556,DB01181,277,D273300
305,DB00692,278,D273800
541,DB01148,278,D273800
572,DB01210,278,D273800
581,DB01225,278,D273800
80,DB00279,279,D275000
180,DB00451,279,D275000
234,DB00550,279,D275000
342,DB00763,279,D275000
61,DB00242,280,D276300
68,DB00255,280,D276300
70,DB00262,280,D276300
83,DB00282,280,D276300
96,DB00307,280,D276300
154,DB00399,280,D276300
177,DB00445,280,D276300
213,DB00515,280,D276300
227,DB00541,280,D276300
229,DB00544,280,D276300
235,DB00552,280,D276300
241,DB00563,280,D276300
244,DB00570,280,D276300
267,DB00619,280,D276300
275,DB00635,280,D276300
281,DB00642,280,D276300
306,DB00694,280,D276300
337,DB00755,280,D276300
341,DB00762,280,D276300
349,DB00773,280,D276300
381,DB00848,280,D276300
382,DB00851,280,D276300
384,DB00853,280,D276300
387,DB00860,280,D276300
438,DB00958,280,D276300
439,DB00959,280,D276300
453,DB00987,280,D276300
462,DB00997,280,D276300
468,DB01005,280,D276300
470,DB01008,280,D276300
483,DB01030,280,D276300
505,DB01073,280,D276300
518,DB01101,280,D276300
538,DB01143,280,D276300
549,DB01169,280,D276300
556,DB01181,280,D276300
587,DB01234,280,D276300
596,DB01248,280,D276300
598,DB01254,280,D276300
601,DB01259,280,D276300
637,DB02546,280,D276300
18,DB00162,281,D277350
9,DB00136,282,D277440
12,DB00146,282,D277440
14,DB00153,282,D277440
22,DB00169,282,D277440
502,DB01070,282,D277440
9,DB00136,283,D277460
19,DB00163,283,D277460
1,DB00035,284,D277480
13,DB00152,285,D277730
386,DB00859,286,D277900
106,DB00324,287,D278200
275,DB00635,288,D300100
50,DB00216,289,D300125
75,DB00273,289,D300125
103,DB00320,289,D300125
136,DB00373,289,D300125
170,DB00434,289,D300125
245,DB00571,289,D300125
295,DB00669,289,D300125
308,DB00696,289,D300125
662,DB08907,290,D300136
202,DB00490,291,D300232
498,DB01065,292,D300425
351,DB00776,293,D300491
358,DB00794,293,D300491
413,DB00909,293,D300491
461,DB00996,293,D300491
569,DB01202,293,D300491
113,DB00334,294,D300494
326,DB00734,294,D300494
599,DB01255,294,D300494
498,DB01065,295,D300495
498,DB01065,296,D300496
35,DB00191,297,D303110
152,DB00397,297,D303110
391,DB00865,297,D303110
510,DB01083,297,D303110
520,DB01105,297,D303110
630,DB01577,297,D303110
631,DB01579,297,D303110
116,DB00338,298,D304790
209,DB00501,298,D304790
251,DB00585,298,D304790
262,DB00604,298,D304790
275,DB00635,298,D304790
362,DB00804,298,D304790
387,DB00860,298,D304790
389,DB00863,298,D304790
422,DB00927,298,D304790
1,DB00035,299,D304900
140,DB00380,300,D305300
9,DB00136,301,D307700
12,DB00146,301,D307700
14,DB00153,301,D307700
22,DB00169,301,D307700
502,DB01070,301,D307700
188,DB00465,302,D308205
252,DB00586,302,D308205
75,DB00273,303,D308350
509,DB01080,303,D308350
552,DB01174,304,D308600
172,DB00437,305,D310468
312,DB00706,305,D310468
454,DB00988,305,D310468
87,DB00286,306,D311360
289,DB00655,306,D311360
353,DB00783,306,D311360
449,DB00977,306,D311360
170,DB00434,307,D312910
224,DB00536,307,D312910
301,DB00682,308,D540000
339,DB00758,308,D540000
363,DB00806,308,D540000
576,DB01219,308,D540000
72,DB00268,309,D556500
105,DB00323,309,D556500
138,DB00376,309,D556500
145,DB00387,309,D556500
148,DB00392,309,D556500
161,DB00413,309,D556500
166,DB00424,309,D556500
205,DB00494,309,D556500
254,DB00589,309,D556500
315,DB00714,309,D556500
455,DB00989,309,D556500
486,DB01037,309,D556500
551,DB01173,309,D556500
559,DB01186,309,D556500
588,DB01235,309,D556500
643,DB05271,309,D556500
9,DB00136,310,D600081
12,DB00146,310,D600081
14,DB00153,310,D600081
22,DB00169,310,D600081
502,DB01070,310,D600081
120,DB00346,311,D600082
183,DB00457,311,D600082
255,DB00590,311,D600082
312,DB00706,311,D600082
546,DB01162,311,D600082
574,DB01216,311,D600082
72,DB00268,312,D600116
105,DB00323,312,D600116
138,DB00376,312,D600116
145,DB00387,312,D600116
148,DB00392,312,D600116
161,DB00413,312,D600116
166,DB00424,312,D600116
205,DB00494,312,D600116
254,DB00589,312,D600116
315,DB00714,312,D600116
455,DB00989,312,D600116
486,DB01037,312,D600116
551,DB01173,312,D600116
559,DB01186,312,D600116
588,DB01235,312,D600116
643,DB05271,312,D600116
351,DB00776,313,D600131
358,DB00794,313,D600131
413,DB00909,313,D600131
461,DB00996,313,D600131
569,DB01202,313,D600131
47,DB00213,314,D600263
116,DB00338,314,D600263
178,DB00448,314,D600263
251,DB00585,314,D600263
327,DB00736,314,D600263
340,DB00759,314,D600263
422,DB00927,314,D600263
532,DB01129,314,D600263
547,DB01165,314,D600263
662,DB08907,315,D600319
48,DB00214,316,D600351
143,DB00384,316,D600351
164,DB00421,316,D600351
171,DB00436,316,D600351
275,DB00635,316,D600351
307,DB00695,316,D600351
362,DB00804,316,D600351
364,DB00808,316,D600351
369,DB00819,316,D600351
387,DB00860,316,D600351
397,DB00880,316,D600351
402,DB00887,316,D600351
407,DB00903,316,D600351
464,DB00999,316,D600351
567,DB01197,316,D600351
587,DB01234,316,D600351
624,DB01406,316,D600351
576,DB01219,317,D600467
53,DB00222,318,D600496
85,DB00284,318,D600496
110,DB00331,318,D600496
160,DB00412,318,D600496
162,DB00414,318,D600496
203,DB00491,318,D600496
296,DB00672,318,D600496
324,DB00731,318,D600496
376,DB00839,318,D600496
414,DB00912,318,D600496
475,DB01016,318,D600496
482,DB01029,318,D600496
499,DB01067,318,D600496
529,DB01124,318,D600496
533,DB01132,318,D600496
603,DB01261,318,D600496
1,DB00035,319,D600631
184,DB00458,319,D600631
226,DB00540,319,D600631
65,DB00248,320,D600634
612,DB01327,321,D600803
28,DB00180,322,D600807
52,DB00221,322,D600807
78,DB00277,322,D600807
111,DB00332,322,D600807
150,DB00394,322,D600807
192,DB00471,322,D600807
253,DB00588,322,D600807
285,DB00651,322,D600807
294,DB00668,322,D600807
317,DB00716,322,D600807
329,DB00744,322,D600807
343,DB00764,322,D600807
368,DB00816,322,D600807
383,DB00852,322,D600807
394,DB00871,322,D600807
428,DB00938,322,D600807
451,DB00983,322,D600807
465,DB01001,322,D600807
467,DB01003,322,D600807
497,DB01064,322,D600807
578,DB01222,322,D600807
579,DB01223,322,D600807
609,DB01291,322,D600807
616,DB01364,322,D600807
1,DB00035,323,D600808
184,DB00458,323,D600808
226,DB00540,323,D600808
423,DB00928,324,D601004
604,DB01262,324,D601004
29,DB00181,325,D601042
135,DB00371,325,D601042
248,DB00575,325,D601042
309,DB00697,325,D601042
372,DB00829,325,D601042
420,DB00924,325,D601042
576,DB01219,325,D601042
662,DB08907,326,D601208
662,DB08907,327,D601318
23,DB00175,328,D601367
149,DB00393,328,D601367
301,DB00682,328,D601367
339,DB00758,328,D601367
363,DB00806,328,D601367
430,DB00945,328,D601367
448,DB00975,328,D601367
576,DB01219,328,D601367
0,DB00014,329,D601518
87,DB00286,329,D601518
566,DB01196,329,D601518
227,DB00541,330,D601608
587,DB01234,330,D601608
624,DB01406,330,D601608
77,DB00276,331,D601626
124,DB00352,331,D601626
227,DB00541,331,D601626
241,DB00563,331,D601626
267,DB00619,331,D601626
306,DB00694,331,D601626
450,DB00982,331,D601626
453,DB00987,331,D601626
462,DB00997,331,D601626
470,DB01008,331,D601626
555,DB01177,331,D601626
571,DB01204,331,D601626
598,DB01254,331,D601626
660,DB08901,331,D601626
35,DB00191,332,D601665
152,DB00397,332,D601665
391,DB00865,332,D601665
427,DB00937,332,D601665
510,DB01083,332,D601665
520,DB01105,332,D601665
630,DB01577,332,D601665
631,DB01579,332,D601665
662,DB08907,333,D601666
88,DB00287,334,D601682
136,DB00373,334,D601682
146,DB00388,334,D601682
179,DB00449,334,D601682
200,DB00484,334,D601682
288,DB00654,334,D601682
294,DB00668,334,D601682
393,DB00869,334,D601682
409,DB00905,334,D601682
564,DB01194,334,D601682
573,DB01214,334,D601682
275,DB00635,335,D601744
387,DB00860,335,D601744
430,DB00945,335,D601744
633,DB01611,335,D601744
576,DB01219,336,D601887
576,DB01219,337,D601888
662,DB08907,338,D601941
662,DB08907,339,D601942
172,DB00437,340,D602068
548,DB01167,340,D602068
154,DB00399,341,D602080
273,DB00630,341,D602080
401,DB00884,341,D602080
508,DB01077,341,D602080
534,DB01133,341,D602080
19,DB00163,342,D602096
142,DB00382,342,D602096
297,DB00674,342,D602096
377,DB00843,342,D602096
455,DB00989,342,D602096
486,DB01037,342,D602096
490,DB01043,342,D602096
657,DB08824,343,D602134
72,DB00268,344,D602404
105,DB00323,344,D602404
138,DB00376,344,D602404
145,DB00387,344,D602404
148,DB00392,344,D602404
161,DB00413,344,D602404
166,DB00424,344,D602404
205,DB00494,344,D602404
254,DB00589,344,D602404
315,DB00714,344,D602404
455,DB00989,344,D602404
486,DB01037,344,D602404
551,DB01173,344,D602404
559,DB01186,344,D602404
588,DB01235,344,D602404
643,DB05271,344,D602404
77,DB00276,345,D602439
267,DB00619,345,D602439
462,DB00997,345,D602439
470,DB01008,345,D602439
555,DB01177,345,D602439
598,DB01254,345,D602439
660,DB08901,345,D602439
109,DB00328,346,D602522
567,DB01197,346,D602522
67,DB00253,347,D603165
74,DB00271,347,D603165
84,DB00283,347,D603165
115,DB00337,347,D603165
117,DB00341,347,D603165
118,DB00342,347,D603165
150,DB00394,347,D603165
167,DB00427,347,D603165
170,DB00434,347,D603165
175,DB00443,347,D603165
182,DB00455,347,D603165
239,DB00557,347,D603165
253,DB00588,347,D603165
256,DB00591,347,D603165
268,DB00620,347,D603165
275,DB00635,347,D603165
293,DB00663,347,D603165
319,DB00719,347,D603165
328,DB00741,347,D603165
332,DB00748,347,D603165
335,DB00751,347,D603165
340,DB00759,347,D603165
343,DB00764,347,D603165
346,DB00768,347,D603165
375,DB00835,347,D603165
383,DB00852,347,D603165
390,DB00864,347,D603165
395,DB00873,347,D603165
418,DB00920,347,D603165
433,DB00950,347,D603165
443,DB00967,347,D603165
446,DB00972,347,D603165
501,DB01069,347,D603165
503,DB01071,347,D603165
511,DB01084,347,D603165
521,DB01106,347,D603165
537,DB01142,347,D603165
540,DB01146,347,D603165
587,DB01234,347,D603165
595,DB01246,347,D603165
625,DB01410,347,D603165
634,DB01620,347,D603165
650,DB08799,347,D603165
651,DB08800,347,D603165
652,DB08801,347,D603165
653,DB08802,347,D603165
654,DB08803,347,D603165
658,DB08835,347,D603165
661,DB08906,347,D603165
662,DB08907,348,D603266
342,DB00763,349,D603388
199,DB00482,350,D604302
208,DB00500,350,D604302
241,DB00563,350,D604302
430,DB00945,350,D604302
493,DB01050,350,D604302
38,DB00199,351,D604416
45,DB00210,351,D604416
164,DB00421,351,D604416
173,DB00440,351,D604416
232,DB00548,351,D604416
318,DB00717,351,D604416
337,DB00755,351,D604416
340,DB00759,351,D604416
426,DB00936,351,D604416
437,DB00957,351,D604416
449,DB00977,351,D604416
450,DB00982,351,D604416
476,DB01017,351,D604416
620,DB01395,351,D604416
351,DB00776,352,D604827
358,DB00794,352,D604827
413,DB00909,352,D604827
461,DB00996,352,D604827
569,DB01202,352,D604827
75,DB00273,353,D605021
509,DB01080,353,D605021
19,DB00163,354,D605055
99,DB00313,354,D605055
142,DB00382,354,D605055
297,DB00674,354,D605055
377,DB00843,354,D605055
455,DB00989,354,D605055
490,DB01043,354,D605055
275,DB00635,355,D605218
387,DB00860,355,D605218
430,DB00945,355,D605218
633,DB01611,355,D605218
275,DB00635,356,D605480
387,DB00860,356,D605480
430,DB00945,356,D605480
633,DB01611,356,D605480
19,DB00163,357,D605526
142,DB00382,357,D605526
297,DB00674,357,D605526
377,DB00843,357,D605526
455,DB00989,357,D605526
486,DB01037,357,D605526
490,DB01043,357,D605526
67,DB00253,358,D605804
74,DB00271,358,D605804
84,DB00283,358,D605804
115,DB00337,358,D605804
117,DB00341,358,D605804
118,DB00342,358,D605804
150,DB00394,358,D605804
167,DB00427,358,D605804
170,DB00434,358,D605804
175,DB00443,358,D605804
182,DB00455,358,D605804
239,DB00557,358,D605804
253,DB00588,358,D605804
268,DB00620,358,D605804
275,DB00635,358,D605804
293,DB00663,358,D605804
319,DB00719,358,D605804
328,DB00741,358,D605804
332,DB00748,358,D605804
335,DB00751,358,D605804
340,DB00759,358,D605804
343,DB00764,358,D605804
346,DB00768,358,D605804
375,DB00835,358,D605804
383,DB00852,358,D605804
390,DB00864,358,D605804
395,DB00873,358,D605804
418,DB00920,358,D605804
433,DB00950,358,D605804
443,DB00967,358,D605804
446,DB00972,358,D605804
501,DB01069,358,D605804
503,DB01071,358,D605804
511,DB01084,358,D605804
521,DB01106,358,D605804
540,DB01146,358,D605804
587,DB01234,358,D605804
595,DB01246,358,D605804
625,DB01410,358,D605804
634,DB01620,358,D605804
650,DB08799,358,D605804
651,DB08800,358,D605804
652,DB08801,358,D605804
653,DB08802,358,D605804
654,DB08803,358,D605804
658,DB08835,358,D605804
661,DB08906,358,D605804
67,DB00253,359,D605805
74,DB00271,359,D605805
84,DB00283,359,D605805
115,DB00337,359,D605805
117,DB00341,359,D605805
118,DB00342,359,D605805
150,DB00394,359,D605805
167,DB00427,359,D605805
170,DB00434,359,D605805
175,DB00443,359,D605805
182,DB00455,359,D605805
239,DB00557,359,D605805
253,DB00588,359,D605805
268,DB00620,359,D605805
275,DB00635,359,D605805
293,DB00663,359,D605805
319,DB00719,359,D605805
328,DB00741,359,D605805
332,DB00748,359,D605805
335,DB00751,359,D605805
340,DB00759,359,D605805
343,DB00764,359,D605805
346,DB00768,359,D605805
375,DB00835,359,D605805
383,DB00852,359,D605805
390,DB00864,359,D605805
395,DB00873,359,D605805
418,DB00920,359,D605805
433,DB00950,359,D605805
443,DB00967,359,D605805
446,DB00972,359,D605805
501,DB01069,359,D605805
503,DB01071,359,D605805
511,DB01084,359,D605805
521,DB01106,359,D605805
540,DB01146,359,D605805
587,DB01234,359,D605805
595,DB01246,359,D605805
625,DB01410,359,D605805
634,DB01620,359,D605805
650,DB08799,359,D605805
651,DB08800,359,D605805
652,DB08801,359,D605805
653,DB08802,359,D605805
654,DB08803,359,D605805
658,DB08835,359,D605805
661,DB08906,359,D605805
153,DB00398,360,D605839
154,DB00399,360,D605839
174,DB00441,360,D605839
261,DB00603,360,D605839
468,DB01005,360,D605839
606,DB01268,360,D605839
632,DB01590,360,D605839
647,DB06287,360,D605839
30,DB00182,361,D605841
330,DB00745,361,D605841
627,DB01440,361,D605841
67,DB00253,362,D605844
74,DB00271,362,D605844
84,DB00283,362,D605844
115,DB00337,362,D605844
117,DB00341,362,D605844
118,DB00342,362,D605844
150,DB00394,362,D605844
167,DB00427,362,D605844
